build_id,agent_id,cpu_utilisation,memory_utilisation,busy_percentage,available_agents
BUILD-0481,agent-central-03,61.2,54.2,71.8,2
BUILD-0482,agent-west-01,56.7,41.9,70.3,3
BUILD-0483,agent-central-01,55.1,63.5,58.3,2
BUILD-0484,agent-west-04,73.2,58.8,55.5,4
BUILD-0485,agent-central-01,46.9,51.1,65.5,3
BUILD-0486,agent-central-01,86.2,88.4,95.3,1
BUILD-0487,agent-central-02,49.5,46.5,66.2,4
BUILD-0488,agent-east-02,73.0,63.1,56.2,2
BUILD-0489,agent-east-01,75.0,71.1,96.5,0
BUILD-0490,agent-west-05,46.4,45.4,67.4,2
BUILD-0491,agent-central-03,36.7,51.8,59.2,5
BUILD-0492,agent-east-02,75.2,66.3,71.3,4
BUILD-0493,agent-east-02,77.4,78.2,92.0,0
BUILD-0494,agent-west-02,64.8,48.9,55.9,6
BUILD-0495,agent-central-02,68.9,64.5,77.1,1
BUILD-0496,agent-west-05,50.9,52.0,77.0,2
BUILD-0497,agent-central-01,76.7,63.1,76.6,1
BUILD-0498,agent-west-03,37.9,43.4,52.5,2
BUILD-0499,agent-west-02,72.9,73.4,98.4,0
BUILD-0500,agent-east-02,55.9,42.2,58.9,3
BUILD-0501,agent-central-03,73.9,66.7,68.2,4
BUILD-0502,agent-east-03,58.0,57.6,65.9,5
BUILD-0503,agent-central-01,51.0,45.5,62.2,2
BUILD-0504,agent-central-03,56.0,57.9,75.7,1
BUILD-0505,agent-east-03,70.3,79.1,91.0,0
BUILD-0506,agent-west-02,37.4,58.1,65.6,5
BUILD-0507,agent-east-01,74.4,66.4,99.7,0
BUILD-0508,agent-east-02,77.2,50.7,59.6,4
BUILD-0509,agent-east-04,83.1,69.0,92.1,0
BUILD-0510,agent-west-04,59.0,52.8,76.7,4
BUILD-0511,agent-central-02,61.5,63.8,55.0,6
BUILD-0512,agent-central-02,86.8,90.2,89.7,1
BUILD-0513,agent-central-02,51.7,64.6,57.8,2
BUILD-0514,agent-east-02,83.9,74.2,91.4,0
BUILD-0515,agent-west-01,55.5,50.2,71.3,2
BUILD-0516,agent-west-02,73.9,73.8,60.2,3
BUILD-0517,agent-west-02,60.8,49.2,73.8,3
BUILD-0518,agent-central-03,87.2,91.0,98.8,0
BUILD-0519,agent-central-02,59.6,55.7,60.4,4
BUILD-0520,agent-central-02,55.7,40.5,49.6,2
BUILD-0521,agent-central-01,54.7,67.5,62.1,4
BUILD-0522,agent-central-03,77.0,63.4,75.1,3
BUILD-0523,agent-central-02,45.6,42.6,54.7,2
BUILD-0524,agent-central-02,58.2,71.4,61.8,3
BUILD-0525,agent-east-03,51.9,63.1,68.9,6
BUILD-0526,agent-west-02,45.1,44.6,68.2,5
BUILD-0527,agent-central-03,75.3,58.9,63.6,2
BUILD-0528,agent-west-04,69.8,73.6,72.4,2
BUILD-0529,agent-east-03,50.4,67.1,77.5,4
BUILD-0530,agent-east-04,57.3,61.3,64.0,3
BUILD-0531,agent-west-05,77.0,65.6,98.7,0
BUILD-0532,agent-east-03,46.2,51.1,74.8,4
BUILD-0533,agent-east-02,80.9,77.2,91.0,0
BUILD-0534,agent-west-03,93.2,87.4,98.3,1
BUILD-0535,agent-east-04,91.8,89.6,94.5,1
BUILD-0536,agent-west-03,63.5,57.7,60.6,3
BUILD-0537,agent-east-04,78.3,72.4,92.3,0
BUILD-0538,agent-east-01,55.5,63.0,65.6,4
BUILD-0539,agent-west-04,41.2,40.7,51.1,6
BUILD-0540,agent-central-03,60.1,68.2,61.5,4
BUILD-0541,agent-east-01,60.3,74.9,55.2,1
BUILD-0542,agent-central-02,36.3,50.0,70.0,5
BUILD-0543,agent-west-02,47.4,73.2,68.3,2
BUILD-0544,agent-east-03,74.6,75.7,96.7,0
BUILD-0545,agent-central-01,69.6,75.9,66.0,2
BUILD-0546,agent-central-03,70.7,70.1,72.5,3
BUILD-0547,agent-central-03,72.9,63.1,57.1,1
BUILD-0548,agent-central-01,64.8,53.1,46.6,3
BUILD-0549,agent-central-02,42.1,52.2,60.4,6
BUILD-0550,agent-west-04,74.0,73.0,93.4,0
BUILD-0551,agent-central-03,56.3,67.2,77.2,2
BUILD-0552,agent-west-03,58.1,52.8,59.3,2
BUILD-0553,agent-west-05,78.4,76.4,90.1,0
BUILD-0554,agent-east-03,78.4,68.0,92.1,0
BUILD-0555,agent-central-01,46.3,53.4,56.8,4
BUILD-0556,agent-central-02,86.9,93.6,95.8,1
BUILD-0557,agent-west-02,62.4,41.5,71.7,4
BUILD-0558,agent-central-03,47.9,73.8,71.5,2
BUILD-0559,agent-west-03,69.4,74.6,79.0,4
BUILD-0560,agent-east-01,54.0,48.9,68.8,6
BUILD-0561,agent-east-02,75.9,54.1,64.6,2
BUILD-0562,agent-east-01,77.0,62.2,70.6,1
BUILD-0563,agent-west-04,76.3,79.4,91.0,0
BUILD-0564,agent-west-04,93.7,94.1,92.6,0
BUILD-0565,agent-west-02,45.9,61.2,74.8,2
BUILD-0566,agent-east-02,63.3,60.2,45.0,5
BUILD-0567,agent-west-02,74.3,50.9,61.1,2
BUILD-0568,agent-east-03,76.0,65.2,94.8,0
BUILD-0569,agent-east-04,98.1,86.4,90.5,1
BUILD-0570,agent-east-02,56.7,64.8,59.1,1
BUILD-0571,agent-east-02,76.0,48.0,61.8,3
BUILD-0572,agent-west-05,95.2,95.4,89.7,1
BUILD-0573,agent-central-01,73.9,74.6,56.1,3
BUILD-0574,agent-central-03,49.3,41.4,47.8,4
BUILD-0575,agent-west-05,73.7,66.7,56.1,1
BUILD-0576,agent-west-01,62.3,74.3,77.0,4
BUILD-0577,agent-west-05,67.1,46.2,57.0,2
BUILD-0578,agent-central-01,62.3,42.5,64.5,5
BUILD-0579,agent-central-02,58.1,54.0,65.4,6
BUILD-0580,agent-east-02,61.4,55.3,71.2,4
BUILD-0581,agent-central-01,63.2,63.9,66.1,4
BUILD-0582,agent-central-03,63.4,64.7,51.7,6
BUILD-0583,agent-east-03,54.5,41.6,71.9,2
BUILD-0584,agent-central-02,62.8,66.9,63.9,4
BUILD-0585,agent-west-05,61.3,51.3,57.4,4
BUILD-0586,agent-central-02,59.9,50.6,62.0,1
BUILD-0587,agent-east-01,42.2,48.6,68.5,3
BUILD-0588,agent-east-04,84.0,79.0,91.1,0
BUILD-0589,agent-east-01,76.7,61.7,76.4,1
BUILD-0590,agent-east-01,45.8,50.9,70.2,4
BUILD-0591,agent-central-03,76.9,58.8,64.5,1
BUILD-0592,agent-west-05,45.5,73.8,60.6,1
BUILD-0593,agent-east-03,91.1,85.1,97.1,1
BUILD-0594,agent-west-04,45.8,63.6,51.9,5
BUILD-0595,agent-central-03,36.3,49.7,47.3,2
BUILD-0596,agent-central-02,79.7,70.9,91.5,0
BUILD-0597,agent-central-01,49.7,75.0,56.5,1
BUILD-0598,agent-central-03,81.4,65.5,95.5,0
BUILD-0599,agent-central-03,74.0,54.3,62.7,2
BUILD-0600,agent-west-03,83.3,71.9,94.5,0
BUILD-0601,agent-central-02,63.1,69.4,66.0,3
BUILD-0602,agent-east-01,78.5,67.6,99.8,0
BUILD-0603,agent-central-03,47.2,48.6,79.8,1
BUILD-0604,agent-west-03,40.8,47.6,66.7,3
BUILD-0605,agent-east-04,50.6,51.9,65.7,6
BUILD-0606,agent-west-05,67.8,59.8,63.1,4
BUILD-0607,agent-central-02,55.1,60.6,66.7,1
BUILD-0608,agent-central-03,58.0,48.4,66.7,5
BUILD-0609,agent-central-02,72.7,66.0,95.7,0
BUILD-0610,agent-west-01,72.8,75.8,90.9,0
BUILD-0611,agent-west-02,37.0,44.6,45.2,3
BUILD-0612,agent-east-01,82.4,76.0,95.3,0
BUILD-0613,agent-west-03,64.7,51.1,71.4,2
BUILD-0614,agent-central-03,63.0,68.9,61.2,2
BUILD-0615,agent-central-02,45.5,70.2,72.9,2
BUILD-0616,agent-central-01,42.5,52.2,64.5,5
BUILD-0617,agent-west-04,94.6,89.7,89.3,0
BUILD-0618,agent-east-02,74.8,75.0,76.1,2
BUILD-0619,agent-central-02,51.4,69.6,74.2,3
BUILD-0620,agent-central-03,54.7,43.0,64.8,3
BUILD-0621,agent-west-02,71.2,72.0,99.1,0
BUILD-0622,agent-central-03,36.7,48.2,57.9,3
BUILD-0623,agent-west-05,58.6,52.4,70.0,3
BUILD-0624,agent-east-02,57.9,53.7,47.4,3
BUILD-0625,agent-east-02,47.8,55.9,55.7,6
BUILD-0626,agent-central-03,62.4,49.9,49.1,2
BUILD-0627,agent-central-02,66.5,62.3,66.0,2
BUILD-0628,agent-east-02,35.8,40.3,67.4,4
BUILD-0629,agent-central-03,65.4,72.0,80.6,1
BUILD-0630,agent-central-01,45.0,46.6,70.1,3
BUILD-0631,agent-west-01,52.1,59.1,65.2,1
BUILD-0632,agent-central-02,63.8,45.9,57.1,2
BUILD-0633,agent-east-04,78.1,69.8,96.4,0
BUILD-0634,agent-east-03,60.4,69.1,78.3,2
BUILD-0635,agent-east-03,81.1,75.3,97.9,0
BUILD-0636,agent-east-04,83.4,79.5,98.0,0
BUILD-0637,agent-east-03,37.2,51.3,48.2,4
BUILD-0638,agent-central-02,74.1,74.6,73.5,1
BUILD-0639,agent-east-01,68.2,60.6,71.6,1
BUILD-0640,agent-central-03,77.0,50.2,68.0,2
BUILD-0641,agent-east-04,67.3,55.1,45.6,5
BUILD-0642,agent-west-01,77.6,68.6,99.3,0
BUILD-0643,agent-east-01,75.9,70.6,95.1,0
BUILD-0644,agent-east-01,65.9,63.2,76.7,2
BUILD-0645,agent-east-01,46.4,57.0,65.7,2
BUILD-0646,agent-central-02,47.5,64.8,66.3,1
BUILD-0647,agent-west-03,55.0,56.5,60.5,5
BUILD-0648,agent-east-03,76.2,69.0,94.2,0
BUILD-0649,agent-east-03,62.4,44.6,62.5,5
BUILD-0650,agent-east-03,91.3,95.8,94.5,1
BUILD-0651,agent-east-02,49.0,41.0,62.8,2
BUILD-0652,agent-east-03,72.2,53.7,71.6,2
BUILD-0653,agent-central-02,63.4,61.2,57.0,3
BUILD-0654,agent-west-04,65.3,71.5,71.4,3
BUILD-0655,agent-central-01,71.0,75.7,90.2,0
BUILD-0656,agent-east-01,60.8,52.7,78.0,2
BUILD-0657,agent-west-01,74.2,78.7,92.3,0
BUILD-0658,agent-east-02,62.6,69.8,69.9,3
BUILD-0659,agent-east-02,75.5,76.7,94.6,0
BUILD-0660,agent-east-02,52.9,50.1,59.2,6
BUILD-0661,agent-west-04,70.4,72.3,97.5,0
BUILD-0662,agent-central-02,76.7,54.9,58.9,1
BUILD-0663,agent-east-04,94.9,88.0,88.3,0
BUILD-0664,agent-central-02,72.2,57.2,74.3,3
BUILD-0665,agent-east-01,78.2,68.8,99.2,0
BUILD-0666,agent-west-01,67.3,61.3,70.8,4
BUILD-0667,agent-central-03,68.9,59.3,80.7,3
BUILD-0668,agent-east-02,47.2,56.8,79.0,4
BUILD-0669,agent-west-04,54.5,65.1,59.5,2
BUILD-0670,agent-east-01,47.1,57.1,67.3,4
BUILD-0671,agent-central-01,49.6,60.9,78.0,2
BUILD-0672,agent-west-01,71.9,59.7,80.1,3
BUILD-0673,agent-east-04,45.6,46.0,58.0,5
BUILD-0674,agent-west-05,75.8,77.2,94.6,0
BUILD-0675,agent-west-04,42.9,55.1,70.8,3
BUILD-0676,agent-central-03,65.2,65.1,66.7,1
BUILD-0677,agent-west-05,55.1,45.8,53.5,6
BUILD-0678,agent-central-03,62.7,73.2,80.4,1
BUILD-0679,agent-west-03,71.2,74.7,99.5,0
BUILD-0680,agent-east-02,83.1,77.8,90.0,0
BUILD-0681,agent-east-02,46.7,49.7,50.1,4
BUILD-0682,agent-west-01,98.4,87.5,95.2,1
BUILD-0683,agent-west-03,73.4,50.4,77.8,1
BUILD-0684,agent-east-03,47.5,43.8,54.2,5
BUILD-0685,agent-west-01,73.1,58.2,57.6,3
BUILD-0686,agent-east-02,78.3,69.5,99.0,0
BUILD-0687,agent-east-01,84.1,78.4,92.5,0
BUILD-0688,agent-east-01,52.9,60.0,71.6,4
BUILD-0689,agent-west-03,54.5,58.7,63.7,6
BUILD-0690,agent-west-01,91.6,86.6,95.1,0
BUILD-0691,agent-east-04,77.3,79.2,94.4,0
BUILD-0692,agent-east-02,49.1,40.3,66.2,6
BUILD-0693,agent-central-02,52.7,61.6,60.9,2
BUILD-0694,agent-east-03,80.0,73.3,96.1,0
BUILD-0695,agent-west-04,98.0,91.2,91.9,1
BUILD-0696,agent-central-02,42.6,61.7,50.5,5
BUILD-0697,agent-west-01,58.5,75.8,72.4,4
BUILD-0698,agent-east-01,42.1,50.3,53.9,2
BUILD-0699,agent-central-01,72.3,53.5,63.0,1
BUILD-0700,agent-central-01,47.5,44.3,45.9,3
BUILD-0701,agent-west-01,52.5,62.5,61.0,6
BUILD-0702,agent-west-05,72.6,53.5,63.0,4
BUILD-0703,agent-west-02,90.2,90.9,90.9,1
BUILD-0704,agent-east-01,47.6,69.3,67.4,3
BUILD-0705,agent-east-01,79.7,65.9,96.3,0
BUILD-0706,agent-east-03,61.5,70.1,63.5,4
BUILD-0707,agent-central-01,42.8,43.7,52.3,3
BUILD-0708,agent-east-03,73.3,62.7,58.4,1
BUILD-0709,agent-west-04,58.7,44.7,62.5,5
BUILD-0710,agent-east-02,80.8,70.5,97.3,0
BUILD-0711,agent-central-02,90.2,92.5,91.2,0
BUILD-0712,agent-east-03,54.1,68.3,58.6,1
BUILD-0713,agent-central-02,68.4,59.1,61.0,2
BUILD-0714,agent-east-04,82.8,75.9,99.6,0
BUILD-0715,agent-west-03,94.6,88.7,95.0,1
BUILD-0716,agent-central-03,95.5,89.5,89.9,0
BUILD-0717,agent-central-01,35.7,59.8,51.4,5
BUILD-0718,agent-central-03,73.8,48.8,59.2,4
BUILD-0719,agent-east-01,89.8,91.1,96.7,1
BUILD-0720,agent-east-04,63.6,67.8,76.7,3
BUILD-0721,agent-east-04,94.0,91.3,89.6,0
BUILD-0722,agent-east-02,95.5,95.7,88.3,1
BUILD-0723,agent-central-03,97.2,95.6,97.8,0
BUILD-0724,agent-west-05,63.2,64.0,64.3,1
BUILD-0725,agent-east-04,62.8,59.4,55.8,3
BUILD-0726,agent-central-03,64.2,41.6,46.5,5
BUILD-0727,agent-east-02,69.3,49.5,66.0,2
BUILD-0728,agent-central-03,70.2,59.5,58.5,2
BUILD-0729,agent-east-04,73.0,71.8,90.9,0
BUILD-0730,agent-west-03,72.5,70.7,92.2,0
BUILD-0731,agent-east-02,64.1,49.3,78.3,3
BUILD-0732,agent-east-04,61.1,56.7,49.6,3
BUILD-0733,agent-east-01,67.7,60.3,75.5,2
BUILD-0734,agent-east-02,70.9,77.9,95.0,0
BUILD-0735,agent-central-01,70.7,63.1,67.1,1
BUILD-0736,agent-east-01,84.3,66.9,99.2,0
BUILD-0737,agent-west-02,65.8,66.1,62.7,4
BUILD-0738,agent-central-01,51.2,74.1,67.2,4
BUILD-0739,agent-west-04,72.6,51.6,68.9,2
BUILD-0740,agent-west-05,56.0,60.8,56.0,1
BUILD-0741,agent-east-03,72.9,70.1,77.4,2
BUILD-0742,agent-central-02,56.3,65.0,73.5,1
BUILD-0743,agent-west-01,53.6,48.2,63.3,1
BUILD-0744,agent-west-01,95.1,89.0,97.7,1
BUILD-0745,agent-central-01,76.8,74.2,99.5,0
BUILD-0746,agent-central-03,63.3,48.7,49.4,3
BUILD-0747,agent-central-02,44.2,55.8,64.8,5
BUILD-0748,agent-west-05,47.3,45.7,62.5,3
BUILD-0749,agent-west-01,72.7,66.5,93.0,0
BUILD-0750,agent-central-02,77.5,67.7,79.8,3
BUILD-0751,agent-west-05,36.9,58.5,68.9,6
BUILD-0752,agent-central-01,43.6,64.3,60.2,4
BUILD-0753,agent-east-01,52.1,60.4,74.4,2
BUILD-0754,agent-central-01,68.2,54.8,70.6,2
BUILD-0755,agent-central-02,59.7,71.1,78.2,4
BUILD-0756,agent-east-04,45.8,54.5,60.1,6
BUILD-0757,agent-east-01,52.1,52.6,60.4,4
BUILD-0758,agent-east-03,45.6,51.5,54.4,3
BUILD-0759,agent-west-01,55.2,44.9,45.1,5
BUILD-0760,agent-east-01,72.1,66.7,97.7,0
BUILD-0761,agent-east-04,70.1,74.1,60.3,2
BUILD-0762,agent-east-04,71.1,67.1,71.9,2
BUILD-0763,agent-west-03,94.7,90.5,88.2,0
BUILD-0764,agent-west-02,37.5,58.6,49.2,3
BUILD-0765,agent-west-01,56.3,55.3,78.3,1
BUILD-0766,agent-central-01,44.4,61.1,70.5,4
BUILD-0767,agent-west-03,58.6,54.4,67.1,3
BUILD-0768,agent-central-03,67.1,57.6,57.5,3
BUILD-0769,agent-east-01,48.2,42.9,50.3,2
BUILD-0770,agent-central-03,71.7,74.3,79.9,4
BUILD-0771,agent-central-01,71.2,49.4,70.9,4
BUILD-0772,agent-west-01,79.2,72.5,98.1,0
BUILD-0773,agent-central-02,81.2,66.5,99.1,0
BUILD-0774,agent-east-03,96.1,85.7,97.0,1
BUILD-0775,agent-west-02,43.6,61.2,69.4,6
BUILD-0776,agent-east-02,75.6,73.0,63.2,2
BUILD-0777,agent-west-03,58.8,57.0,73.0,2
BUILD-0778,agent-east-03,80.9,70.9,99.4,0
BUILD-0779,agent-west-01,56.2,44.4,52.7,6
BUILD-0780,agent-east-03,43.7,55.3,45.7,5
BUILD-0781,agent-east-04,52.9,43.1,58.6,6
BUILD-0782,agent-east-02,73.2,77.4,95.9,0
BUILD-0783,agent-east-02,83.7,70.4,99.6,0
BUILD-0784,agent-central-01,69.4,73.1,80.1,1
BUILD-0785,agent-east-01,74.9,67.8,93.9,0
BUILD-0786,agent-west-04,74.5,50.5,64.2,3
BUILD-0787,agent-west-01,59.0,45.7,61.1,6
BUILD-0788,agent-east-02,54.9,51.8,69.3,3
BUILD-0789,agent-east-04,76.4,70.5,97.6,0
BUILD-0790,agent-central-03,58.8,67.6,56.5,4
BUILD-0791,agent-east-02,87.0,88.1,98.8,0
BUILD-0792,agent-west-03,63.4,53.5,57.1,3
BUILD-0793,agent-west-03,52.6,69.3,67.9,2
BUILD-0794,agent-east-01,67.9,54.5,63.8,3
BUILD-0795,agent-west-01,38.7,63.6,49.2,5
BUILD-0796,agent-west-04,50.5,52.8,60.2,4
BUILD-0797,agent-east-04,68.7,62.1,58.9,2
BUILD-0798,agent-west-01,40.7,46.4,69.8,4
BUILD-0799,agent-east-02,64.7,52.1,67.3,3
BUILD-0800,agent-central-03,62.8,75.0,74.2,2
BUILD-0801,agent-east-02,77.8,72.7,90.5,0
BUILD-0802,agent-central-01,65.0,52.7,62.0,6
BUILD-0803,agent-central-01,56.4,56.0,47.3,6
BUILD-0804,agent-west-04,81.0,79.9,94.6,0
BUILD-0805,agent-west-03,75.2,56.4,57.3,1
BUILD-0806,agent-west-04,54.7,51.9,69.4,4
BUILD-0807,agent-east-01,71.2,71.8,93.8,0
BUILD-0808,agent-east-01,53.9,63.4,70.4,5
BUILD-0809,agent-east-01,54.3,65.0,71.0,2
BUILD-0810,agent-east-02,75.6,77.5,90.5,0
BUILD-0811,agent-west-01,76.4,60.9,60.7,2
BUILD-0812,agent-west-02,77.8,50.0,80.4,3
BUILD-0813,agent-central-02,95.3,87.5,97.0,1
BUILD-0814,agent-west-02,45.3,57.8,63.9,3
BUILD-0815,agent-east-04,81.9,72.7,91.4,0
BUILD-0816,agent-east-01,42.3,44.6,57.6,4
BUILD-0817,agent-west-03,69.6,60.5,70.9,2
BUILD-0818,agent-west-05,36.8,60.4,70.0,2
BUILD-0819,agent-east-03,36.4,55.7,53.4,2
BUILD-0820,agent-west-02,44.7,63.6,63.4,2
BUILD-0821,agent-central-03,60.9,62.5,54.6,2
BUILD-0822,agent-east-01,64.4,48.5,56.8,2
BUILD-0823,agent-east-02,54.5,67.0,60.8,3
BUILD-0824,agent-east-01,42.3,56.3,68.8,6
BUILD-0825,agent-west-03,76.0,71.4,99.1,0
BUILD-0826,agent-east-04,73.0,56.6,73.9,3
BUILD-0827,agent-east-04,57.5,55.1,79.3,2
BUILD-0828,agent-east-02,76.3,75.2,93.6,0
BUILD-0829,agent-central-03,46.0,64.4,69.6,4
BUILD-0830,agent-central-02,60.1,57.9,60.0,3
BUILD-0831,agent-west-05,56.4,55.2,62.8,2
BUILD-0832,agent-west-01,64.4,56.8,75.2,4
BUILD-0833,agent-central-02,73.6,66.4,81.9,2
BUILD-0834,agent-central-01,37.0,42.2,52.5,4
BUILD-0835,agent-east-01,67.3,46.9,64.3,3
BUILD-0836,agent-west-04,74.2,59.4,65.7,1
BUILD-0837,agent-west-03,79.8,79.9,90.9,0
BUILD-0838,agent-west-01,62.9,55.7,71.7,4
BUILD-0839,agent-east-02,87.1,90.6,92.3,1
BUILD-0840,agent-east-03,57.7,60.1,77.5,1
BUILD-0841,agent-west-02,77.4,79.8,99.5,0
BUILD-0842,agent-east-02,74.2,71.9,99.6,0
BUILD-0843,agent-central-03,35.9,64.5,52.2,5
BUILD-0844,agent-west-03,75.7,64.7,68.6,1
BUILD-0845,agent-east-02,39.7,59.7,55.0,5
BUILD-0846,agent-east-02,41.0,43.1,67.0,2
BUILD-0847,agent-west-05,70.4,54.3,80.9,1
BUILD-0848,agent-central-02,97.1,90.6,93.1,1
BUILD-0849,agent-central-01,49.9,54.4,55.8,4
BUILD-0850,agent-east-01,35.8,43.8,68.1,3
BUILD-0851,agent-east-03,67.9,61.8,59.4,1
BUILD-0852,agent-east-03,52.0,54.6,59.6,4
BUILD-0853,agent-central-03,77.1,61.1,57.5,1
BUILD-0854,agent-west-05,46.7,61.1,67.2,6
BUILD-0855,agent-west-05,69.9,51.7,60.7,2
BUILD-0856,agent-east-01,81.0,70.3,90.6,0
BUILD-0857,agent-west-03,38.4,45.9,58.1,4
BUILD-0858,agent-west-01,57.1,49.8,74.7,4
BUILD-0859,agent-east-01,78.6,70.6,99.8,0
BUILD-0860,agent-east-03,66.8,52.2,57.0,2
BUILD-0861,agent-east-04,47.6,64.9,75.8,2
BUILD-0862,agent-central-02,95.8,92.0,90.0,0
BUILD-0863,agent-east-01,60.3,56.6,69.7,4
BUILD-0864,agent-central-03,51.6,64.5,65.4,3
BUILD-0865,agent-central-02,60.3,66.9,66.5,2
BUILD-0866,agent-west-03,87.5,91.3,94.6,0
BUILD-0867,agent-east-03,84.0,79.8,96.7,0
BUILD-0868,agent-central-01,45.8,62.5,59.0,3
BUILD-0869,agent-central-02,49.7,68.6,64.6,2
BUILD-0870,agent-east-03,56.9,56.4,62.0,3
BUILD-0871,agent-east-01,41.4,51.4,49.9,5
BUILD-0872,agent-central-02,61.6,42.2,62.9,5
BUILD-0873,agent-west-04,44.3,49.8,49.9,4
BUILD-0874,agent-east-02,76.1,71.6,97.3,0
BUILD-0875,agent-central-02,50.7,54.5,70.7,3
BUILD-0876,agent-east-02,60.4,42.3,64.4,3
BUILD-0877,agent-west-01,73.5,73.9,56.4,3
BUILD-0878,agent-central-01,81.1,79.2,94.9,0
BUILD-0879,agent-east-02,59.5,41.2,69.7,2
BUILD-0880,agent-west-03,48.4,52.9,79.4,4
BUILD-0881,agent-east-02,66.6,62.7,65.0,2
BUILD-0882,agent-west-03,50.3,60.1,45.3,4
BUILD-0883,agent-central-01,53.8,60.7,68.4,3
BUILD-0884,agent-east-02,38.9,48.1,68.3,5
BUILD-0885,agent-east-03,73.9,72.7,96.5,0
BUILD-0886,agent-east-02,84.2,67.6,90.8,0
BUILD-0887,agent-central-03,55.1,51.7,77.6,1
BUILD-0888,agent-west-05,91.5,86.6,88.8,0
BUILD-0889,agent-east-01,54.6,55.3,60.5,6
BUILD-0890,agent-central-01,75.0,73.2,91.9,0
BUILD-0891,agent-east-03,63.6,65.1,56.6,4
BUILD-0892,agent-central-02,77.3,78.5,90.8,0
BUILD-0893,agent-central-01,61.8,75.2,64.4,2
BUILD-0894,agent-central-03,66.6,55.5,75.8,2
BUILD-0895,agent-central-01,58.2,58.8,59.6,3
BUILD-0896,agent-west-03,49.5,72.1,55.6,3
BUILD-0897,agent-central-02,63.8,59.4,57.0,2
BUILD-0898,agent-west-01,45.3,64.9,72.9,4
BUILD-0899,agent-east-01,56.8,50.9,61.0,2
BUILD-0900,agent-west-04,46.5,57.7,65.5,4
BUILD-0901,agent-central-03,44.7,51.2,46.4,5
BUILD-0902,agent-central-01,64.6,49.2,68.1,3
BUILD-0903,agent-central-02,41.1,61.4,48.4,2
BUILD-0904,agent-east-04,73.4,65.1,98.3,0
BUILD-0905,agent-east-02,56.1,55.8,57.5,3
BUILD-0906,agent-west-05,71.7,72.5,94.9,0
BUILD-0907,agent-east-01,59.5,62.8,75.1,3
BUILD-0908,agent-west-01,67.7,54.7,72.4,2
BUILD-0909,agent-west-04,47.1,53.1,67.0,3
BUILD-0910,agent-east-03,81.1,79.0,95.9,0
BUILD-0911,agent-central-02,55.1,54.4,66.3,2
BUILD-0912,agent-east-04,64.9,44.3,53.0,4
BUILD-0913,agent-west-05,81.1,77.6,90.5,0
BUILD-0914,agent-east-01,70.1,52.5,81.9,1
BUILD-0915,agent-east-01,66.2,48.4,45.3,2
BUILD-0916,agent-central-01,76.7,48.3,77.6,3
BUILD-0917,agent-east-01,78.6,75.4,93.3,0
BUILD-0918,agent-west-01,51.4,49.5,55.9,5
BUILD-0919,agent-east-04,75.0,70.8,93.8,0
BUILD-0920,agent-central-02,77.9,66.2,66.1,3
BUILD-0921,agent-east-04,77.2,75.0,56.0,1
BUILD-0922,agent-central-01,54.5,59.9,70.0,6
BUILD-0923,agent-central-02,60.0,71.7,58.3,3
BUILD-0924,agent-east-01,77.0,74.8,93.6,0
BUILD-0925,agent-east-02,66.0,59.7,55.6,2
BUILD-0926,agent-east-02,94.8,86.1,90.4,1
BUILD-0927,agent-west-05,77.4,72.2,70.5,2
BUILD-0928,agent-east-04,48.3,58.7,56.4,1
BUILD-0929,agent-central-03,63.9,53.5,80.9,1
BUILD-0930,agent-east-03,60.7,56.4,49.6,2
BUILD-0931,agent-east-01,85.0,66.7,91.7,0
BUILD-0932,agent-central-02,46.3,45.4,60.9,2
BUILD-0933,agent-west-01,49.3,59.5,72.6,3
BUILD-0934,agent-east-03,92.7,89.5,93.3,1
BUILD-0935,agent-central-01,72.9,51.7,66.8,1
BUILD-0936,agent-central-02,59.8,74.6,68.6,1
BUILD-0937,agent-central-02,64.0,59.0,45.1,2
BUILD-0938,agent-central-01,82.8,70.8,97.5,0
BUILD-0939,agent-east-02,71.2,77.8,99.1,0
BUILD-0940,agent-central-02,65.7,53.1,47.3,2
BUILD-0941,agent-central-03,49.7,49.4,60.5,6
BUILD-0942,agent-east-04,61.7,73.8,72.6,4
BUILD-0943,agent-west-01,65.1,55.9,50.2,4
BUILD-0944,agent-west-03,89.6,94.5,92.4,0
BUILD-0945,agent-central-01,64.9,45.0,69.4,6
BUILD-0946,agent-central-01,67.1,46.5,55.3,2
BUILD-0947,agent-central-02,52.8,63.6,66.4,4
BUILD-0948,agent-central-02,76.0,67.3,91.3,0
BUILD-0949,agent-west-04,61.8,62.0,68.1,3
BUILD-0950,agent-east-03,64.0,52.8,81.2,3
BUILD-0951,agent-central-01,42.4,56.9,66.3,6
BUILD-0952,agent-west-01,74.0,56.7,72.7,3
BUILD-0953,agent-west-02,77.6,53.7,56.7,2
BUILD-0954,agent-central-01,50.4,56.3,56.2,2
BUILD-0955,agent-west-03,72.1,57.2,64.8,1
BUILD-0956,agent-east-04,48.7,59.6,66.5,1
BUILD-0957,agent-central-01,51.0,56.0,55.4,3
BUILD-0958,agent-central-01,47.7,56.7,55.3,4
BUILD-0959,agent-east-01,69.3,71.5,79.2,2
BUILD-0960,agent-east-01,35.3,62.8,64.9,6
BUILD-0961,agent-west-02,57.0,63.4,68.3,3
