build_id,task_name,duration_seconds,dependency_group,parallelisable
BUILD-0223,compile,80.74,build,False
BUILD-0223,deployment_validation,42.57,validate,False
BUILD-0223,dependency_install,22.36,setup,False
BUILD-0223,unit_tests,97.51,test,True
BUILD-0224,security_scan,23.15,verification,True
BUILD-0224,compile,27.65,build,False
BUILD-0224,integration_tests,157.62,test,True
BUILD-0224,dependency_install,12.76,setup,False
BUILD-0224,deployment_validation,39.65,validate,False
BUILD-0224,unit_tests,88.61,test,True
BUILD-0225,compile,101.24,build,False
BUILD-0225,deployment_validation,33.79,validate,False
BUILD-0225,security_scan,62.54,verification,False
BUILD-0225,unit_tests,96.05,test,False
BUILD-0225,integration_tests,217.73,test,False
BUILD-0225,package_build,22.69,package,False
BUILD-0225,dependency_install,40.63,setup,False
BUILD-0226,deployment_validation,39.65,validate,False
BUILD-0226,package_build,15.64,package,False
BUILD-0226,unit_tests,87.73,test,True
BUILD-0226,dependency_install,18.5,setup,False
BUILD-0226,integration_tests,159.25,test,True
BUILD-0226,compile,62.65,build,False
BUILD-0226,security_scan,24.85,verification,True
BUILD-0227,integration_tests,172.12,test,True
BUILD-0227,deployment_validation,30.62,validate,False
BUILD-0227,compile,31.71,build,False
BUILD-0227,dependency_install,15.57,setup,False
BUILD-0227,security_scan,68.1,verification,True
BUILD-0227,unit_tests,140.5,test,True
BUILD-0228,compile,32.36,build,False
BUILD-0228,dependency_install,16.94,setup,False
BUILD-0228,integration_tests,215.36,test,True
BUILD-0228,deployment_validation,36.59,validate,False
BUILD-0228,security_scan,17.77,verification,True
BUILD-0228,package_build,18.03,package,False
BUILD-0228,unit_tests,100.17,test,True
BUILD-0229,compile,149.95,build,False
BUILD-0229,unit_tests,169.58,test,True
BUILD-0229,dependency_install,33.09,setup,False
BUILD-0229,security_scan,100.43,verification,True
BUILD-0229,integration_tests,243.81,test,True
BUILD-0229,deployment_validation,68.11,validate,False
BUILD-0229,package_build,80.86,package,False
BUILD-0230,dependency_install,17.3,setup,False
BUILD-0230,package_build,16.62,package,False
BUILD-0230,integration_tests,169.1,test,True
BUILD-0230,compile,23.99,build,False
BUILD-0230,unit_tests,101.04,test,True
BUILD-0230,security_scan,32.08,verification,True
BUILD-0231,deployment_validation,40.15,validate,False
BUILD-0231,security_scan,38.17,verification,True
BUILD-0231,integration_tests,177.85,test,True
BUILD-0231,unit_tests,101.45,test,True
BUILD-0231,compile,67.25,build,False
BUILD-0231,dependency_install,21.55,setup,False
BUILD-0232,compile,23.01,build,False
BUILD-0232,security_scan,23.56,verification,True
BUILD-0232,package_build,17.59,package,False
BUILD-0232,integration_tests,172.79,test,True
BUILD-0232,unit_tests,120.55,test,True
BUILD-0233,integration_tests,158.25,test,True
BUILD-0233,dependency_install,22.06,setup,False
BUILD-0233,security_scan,32.78,verification,True
BUILD-0233,package_build,23.53,package,False
BUILD-0233,deployment_validation,50.85,validate,False
BUILD-0233,unit_tests,100.0,test,True
BUILD-0233,compile,34.36,build,False
BUILD-0234,unit_tests,67.14,test,True
BUILD-0234,dependency_install,10.74,setup,False
BUILD-0234,security_scan,22.27,verification,True
BUILD-0234,integration_tests,215.02,test,True
BUILD-0234,deployment_validation,39.86,validate,False
BUILD-0234,package_build,14.88,package,False
BUILD-0234,compile,25.88,build,False
BUILD-0235,dependency_install,21.91,setup,False
BUILD-0235,security_scan,30.37,verification,True
BUILD-0235,unit_tests,89.77,test,True
BUILD-0235,deployment_validation,37.65,validate,False
BUILD-0235,compile,68.93,build,False
BUILD-0236,package_build,47.58,package,False
BUILD-0236,security_scan,37.25,verification,False
BUILD-0236,compile,98.26,build,False
BUILD-0236,dependency_install,51.74,setup,False
BUILD-0236,integration_tests,168.35,test,False
BUILD-0236,unit_tests,100.75,test,False
BUILD-0236,deployment_validation,39.85,validate,False
BUILD-0237,security_scan,27.77,verification,False
BUILD-0237,deployment_validation,47.17,validate,False
BUILD-0237,compile,29.94,build,False
BUILD-0237,integration_tests,169.14,test,False
BUILD-0237,unit_tests,102.47,test,False
BUILD-0237,package_build,20.78,package,False
BUILD-0237,dependency_install,22.61,setup,False
BUILD-0238,dependency_install,26.14,setup,False
BUILD-0238,deployment_validation,34.0,validate,False
BUILD-0238,security_scan,28.3,verification,True
BUILD-0238,package_build,24.23,package,False
BUILD-0238,compile,82.15,build,False
BUILD-0238,unit_tests,100.0,test,True
BUILD-0238,integration_tests,193.21,test,True
BUILD-0239,dependency_install,12.89,setup,False
BUILD-0239,deployment_validation,45.01,validate,False
BUILD-0239,package_build,18.22,package,False
BUILD-0239,integration_tests,197.56,test,True
BUILD-0239,unit_tests,81.23,test,True
BUILD-0240,unit_tests,70.71,test,False
BUILD-0240,deployment_validation,26.34,validate,False
BUILD-0240,security_scan,32.17,verification,False
BUILD-0240,package_build,26.21,package,False
BUILD-0240,dependency_install,21.02,setup,False
BUILD-0241,compile,55.33,build,False
BUILD-0241,package_build,33.48,package,False
BUILD-0241,integration_tests,296.91,test,True
BUILD-0241,unit_tests,148.73,test,True
BUILD-0241,deployment_validation,57.87,validate,False
BUILD-0241,security_scan,45.07,verification,True
BUILD-0242,dependency_install,19.46,setup,False
BUILD-0242,unit_tests,105.53,test,True
BUILD-0242,package_build,24.58,package,False
BUILD-0242,deployment_validation,34.39,validate,False
BUILD-0242,compile,331.96,build,False
BUILD-0242,security_scan,28.97,verification,True
BUILD-0242,integration_tests,668.81,test,True
BUILD-0243,deployment_validation,42.04,validate,False
BUILD-0243,security_scan,22.13,verification,True
BUILD-0243,unit_tests,82.02,test,True
BUILD-0243,package_build,17.74,package,False
BUILD-0243,dependency_install,11.3,setup,False
BUILD-0243,integration_tests,172.0,test,True
BUILD-0243,compile,21.25,build,False
BUILD-0244,deployment_validation,46.3,validate,False
BUILD-0244,unit_tests,82.69,test,True
BUILD-0244,compile,174.99,build,False
BUILD-0244,package_build,107.48,package,False
BUILD-0244,dependency_install,51.09,setup,False
BUILD-0244,integration_tests,185.79,test,True
BUILD-0244,security_scan,140.83,verification,True
BUILD-0245,security_scan,63.18,verification,True
BUILD-0245,integration_tests,181.89,test,True
BUILD-0245,dependency_install,18.49,setup,False
BUILD-0245,compile,24.11,build,False
BUILD-0245,deployment_validation,41.43,validate,False
BUILD-0245,package_build,20.06,package,False
BUILD-0246,security_scan,32.4,verification,True
BUILD-0246,compile,41.41,build,False
BUILD-0246,dependency_install,26.75,setup,False
BUILD-0246,integration_tests,198.3,test,True
BUILD-0246,deployment_validation,36.08,validate,False
BUILD-0246,package_build,16.32,package,False
BUILD-0247,integration_tests,217.09,test,False
BUILD-0247,deployment_validation,39.18,validate,False
BUILD-0247,compile,41.15,build,False
BUILD-0247,unit_tests,117.97,test,False
BUILD-0247,security_scan,37.71,verification,False
BUILD-0247,dependency_install,56.07,setup,False
BUILD-0248,dependency_install,17.32,setup,False
BUILD-0248,unit_tests,95.43,test,False
BUILD-0248,compile,34.61,build,False
BUILD-0248,integration_tests,115.13,test,False
BUILD-0248,security_scan,74.45,verification,False
BUILD-0248,package_build,22.98,package,False
BUILD-0249,deployment_validation,50.17,validate,False
BUILD-0249,security_scan,121.28,verification,True
BUILD-0249,integration_tests,185.25,test,True
BUILD-0249,unit_tests,84.42,test,True
BUILD-0249,compile,154.24,build,False
BUILD-0249,dependency_install,98.32,setup,False
BUILD-0249,package_build,107.52,package,False
BUILD-0250,dependency_install,18.15,setup,False
BUILD-0250,security_scan,24.86,verification,True
BUILD-0250,package_build,22.22,package,False
BUILD-0250,integration_tests,139.37,test,True
BUILD-0250,deployment_validation,44.56,validate,False
BUILD-0250,compile,80.99,build,False
BUILD-0250,unit_tests,74.23,test,True
BUILD-0251,compile,148.21,build,False
BUILD-0251,package_build,106.4,package,False
BUILD-0251,deployment_validation,48.04,validate,False
BUILD-0251,integration_tests,129.37,test,True
BUILD-0251,dependency_install,87.0,setup,False
BUILD-0251,unit_tests,92.72,test,True
BUILD-0251,security_scan,77.05,verification,True
BUILD-0252,compile,108.72,build,False
BUILD-0252,integration_tests,656.03,test,True
BUILD-0252,security_scan,27.74,verification,True
BUILD-0252,package_build,58.07,package,False
BUILD-0252,unit_tests,95.3,test,True
BUILD-0252,deployment_validation,51.41,validate,False
BUILD-0252,dependency_install,20.07,setup,False
BUILD-0253,package_build,89.06,package,False
BUILD-0253,security_scan,119.24,verification,True
BUILD-0253,unit_tests,72.43,test,True
BUILD-0253,integration_tests,187.21,test,True
BUILD-0253,deployment_validation,43.05,validate,False
BUILD-0253,dependency_install,76.6,setup,False
BUILD-0253,compile,207.83,build,False
BUILD-0254,package_build,35.68,package,False
BUILD-0254,security_scan,132.93,verification,True
BUILD-0254,unit_tests,152.69,test,True
BUILD-0254,deployment_validation,61.23,validate,False
BUILD-0254,dependency_install,23.0,setup,False
BUILD-0255,integration_tests,160.58,test,False
BUILD-0255,unit_tests,91.99,test,False
BUILD-0255,compile,30.67,build,False
BUILD-0255,package_build,22.06,package,False
BUILD-0255,deployment_validation,40.46,validate,False
BUILD-0255,dependency_install,19.57,setup,False
BUILD-0255,security_scan,63.17,verification,False
BUILD-0256,dependency_install,23.76,setup,False
BUILD-0256,package_build,26.47,package,False
BUILD-0256,unit_tests,70.29,test,True
BUILD-0256,deployment_validation,41.24,validate,False
BUILD-0256,integration_tests,200.49,test,True
BUILD-0256,security_scan,33.3,verification,True
BUILD-0257,integration_tests,803.56,test,True
BUILD-0257,package_build,19.99,package,False
BUILD-0257,unit_tests,70.82,test,True
BUILD-0257,dependency_install,40.64,setup,False
BUILD-0257,deployment_validation,56.07,validate,False
BUILD-0257,compile,142.16,build,False
BUILD-0258,dependency_install,117.29,setup,False
BUILD-0258,package_build,134.28,package,False
BUILD-0258,deployment_validation,47.72,validate,False
BUILD-0258,security_scan,136.94,verification,True
BUILD-0258,integration_tests,202.83,test,True
BUILD-0258,compile,188.39,build,False
BUILD-0258,unit_tests,84.38,test,True
BUILD-0259,dependency_install,16.93,setup,False
BUILD-0259,package_build,48.01,package,False
BUILD-0259,compile,43.74,build,False
BUILD-0259,unit_tests,102.52,test,True
BUILD-0259,security_scan,75.13,verification,True
BUILD-0260,unit_tests,85.12,test,True
BUILD-0260,deployment_validation,28.99,validate,False
BUILD-0260,compile,42.32,build,False
BUILD-0260,integration_tests,222.81,test,True
BUILD-0260,dependency_install,50.26,setup,False
BUILD-0261,package_build,61.12,package,False
BUILD-0261,unit_tests,91.39,test,True
BUILD-0261,integration_tests,147.21,test,True
BUILD-0261,dependency_install,38.49,setup,False
BUILD-0261,compile,33.68,build,False
BUILD-0261,security_scan,70.52,verification,True
BUILD-0261,deployment_validation,39.03,validate,False
BUILD-0262,integration_tests,212.76,test,True
BUILD-0262,package_build,21.99,package,False
BUILD-0262,deployment_validation,35.72,validate,False
BUILD-0262,dependency_install,52.49,setup,False
BUILD-0262,unit_tests,78.14,test,True
BUILD-0263,compile,297.69,build,False
BUILD-0263,security_scan,89.86,verification,True
BUILD-0263,dependency_install,18.85,setup,False
BUILD-0263,integration_tests,609.7,test,True
BUILD-0263,unit_tests,78.66,test,True
BUILD-0264,security_scan,154.5,verification,True
BUILD-0264,integration_tests,177.24,test,True
BUILD-0264,dependency_install,94.06,setup,False
BUILD-0264,deployment_validation,33.41,validate,False
BUILD-0264,compile,167.85,build,False
BUILD-0264,package_build,91.04,package,False
BUILD-0265,dependency_install,14.91,setup,False
BUILD-0265,compile,30.93,build,False
BUILD-0265,deployment_validation,38.0,validate,False
BUILD-0265,unit_tests,111.72,test,True
BUILD-0265,security_scan,25.86,verification,True
BUILD-0266,dependency_install,48.02,setup,False
BUILD-0266,package_build,17.2,package,False
BUILD-0266,security_scan,26.18,verification,True
BUILD-0266,compile,88.81,build,False
BUILD-0266,integration_tests,644.57,test,True
BUILD-0266,deployment_validation,50.4,validate,False
BUILD-0267,dependency_install,21.02,setup,False
BUILD-0267,compile,27.08,build,False
BUILD-0267,deployment_validation,47.37,validate,False
BUILD-0267,unit_tests,79.85,test,True
BUILD-0267,package_build,15.21,package,False
BUILD-0268,package_build,17.06,package,False
BUILD-0268,unit_tests,88.27,test,True
BUILD-0268,deployment_validation,28.12,validate,False
BUILD-0268,integration_tests,200.19,test,True
BUILD-0268,dependency_install,13.22,setup,False
BUILD-0269,package_build,18.13,package,False
BUILD-0269,integration_tests,174.46,test,True
BUILD-0269,deployment_validation,54.0,validate,False
BUILD-0269,compile,29.23,build,False
BUILD-0269,dependency_install,17.87,setup,False
BUILD-0270,dependency_install,12.85,setup,False
BUILD-0270,deployment_validation,42.98,validate,False
BUILD-0270,compile,26.05,build,False
BUILD-0270,integration_tests,177.14,test,True
BUILD-0270,unit_tests,132.68,test,True
BUILD-0270,security_scan,18.98,verification,True
BUILD-0270,package_build,18.17,package,False
BUILD-0271,compile,360.44,build,False
BUILD-0271,integration_tests,574.19,test,True
BUILD-0271,unit_tests,99.39,test,True
BUILD-0271,deployment_validation,37.65,validate,False
BUILD-0271,package_build,23.41,package,False
BUILD-0271,dependency_install,42.68,setup,False
BUILD-0272,security_scan,66.12,verification,True
BUILD-0272,deployment_validation,42.26,validate,False
BUILD-0272,compile,35.84,build,False
BUILD-0272,dependency_install,52.6,setup,False
BUILD-0272,package_build,22.33,package,False
BUILD-0273,dependency_install,24.08,setup,False
BUILD-0273,integration_tests,562.26,test,True
BUILD-0273,deployment_validation,36.08,validate,False
BUILD-0273,security_scan,63.75,verification,True
BUILD-0273,compile,182.21,build,False
BUILD-0273,package_build,15.29,package,False
BUILD-0273,unit_tests,139.71,test,True
BUILD-0274,package_build,23.25,package,False
BUILD-0274,security_scan,69.42,verification,False
BUILD-0274,dependency_install,21.12,setup,False
BUILD-0274,integration_tests,194.07,test,False
BUILD-0274,compile,87.74,build,False
BUILD-0274,deployment_validation,43.33,validate,False
BUILD-0274,unit_tests,96.28,test,False
BUILD-0275,deployment_validation,38.77,validate,False
BUILD-0275,package_build,48.99,package,False
BUILD-0275,dependency_install,23.3,setup,False
BUILD-0275,unit_tests,128.25,test,True
BUILD-0275,integration_tests,185.19,test,True
BUILD-0276,security_scan,24.43,verification,True
BUILD-0276,package_build,16.48,package,False
BUILD-0276,compile,32.72,build,False
BUILD-0276,deployment_validation,45.69,validate,False
BUILD-0276,integration_tests,159.13,test,True
BUILD-0277,integration_tests,190.99,test,True
BUILD-0277,deployment_validation,46.87,validate,False
BUILD-0277,security_scan,22.55,verification,True
BUILD-0277,dependency_install,13.64,setup,False
BUILD-0277,compile,25.13,build,False
BUILD-0277,unit_tests,87.37,test,True
BUILD-0278,package_build,36.56,package,False
BUILD-0278,compile,125.55,build,False
BUILD-0278,integration_tests,290.24,test,True
BUILD-0278,deployment_validation,49.29,validate,False
BUILD-0278,dependency_install,32.18,setup,False
BUILD-0279,package_build,111.23,package,False
BUILD-0279,deployment_validation,42.7,validate,False
BUILD-0279,security_scan,122.74,verification,True
BUILD-0279,integration_tests,185.72,test,True
BUILD-0279,compile,142.46,build,False
BUILD-0279,unit_tests,94.66,test,True
BUILD-0279,dependency_install,65.1,setup,False
BUILD-0280,security_scan,18.5,verification,True
BUILD-0280,compile,24.67,build,False
BUILD-0280,integration_tests,171.69,test,True
BUILD-0280,unit_tests,68.02,test,True
BUILD-0280,package_build,18.06,package,False
BUILD-0280,dependency_install,45.01,setup,False
BUILD-0281,security_scan,124.6,verification,True
BUILD-0281,deployment_validation,76.15,validate,False
BUILD-0281,unit_tests,103.49,test,True
BUILD-0281,package_build,26.8,package,False
BUILD-0281,compile,93.14,build,False
BUILD-0281,integration_tests,208.24,test,True
BUILD-0281,dependency_install,29.83,setup,False
BUILD-0282,package_build,16.99,package,False
BUILD-0282,deployment_validation,30.76,validate,False
BUILD-0282,dependency_install,15.44,setup,False
BUILD-0282,integration_tests,182.13,test,True
BUILD-0282,security_scan,70.24,verification,True
BUILD-0282,compile,60.16,build,False
BUILD-0283,integration_tests,249.74,test,True
BUILD-0283,package_build,76.97,package,False
BUILD-0283,deployment_validation,61.64,validate,False
BUILD-0283,security_scan,49.2,verification,True
BUILD-0283,compile,81.06,build,False
BUILD-0283,dependency_install,52.05,setup,False
BUILD-0283,unit_tests,131.74,test,True
BUILD-0284,integration_tests,185.11,test,True
BUILD-0284,dependency_install,17.66,setup,False
BUILD-0284,unit_tests,81.13,test,True
BUILD-0284,security_scan,26.25,verification,True
BUILD-0284,compile,30.12,build,False
BUILD-0284,deployment_validation,46.36,validate,False
BUILD-0284,package_build,70.7,package,False
BUILD-0285,security_scan,21.78,verification,True
BUILD-0285,package_build,19.84,package,False
BUILD-0285,unit_tests,68.87,test,True
BUILD-0285,integration_tests,179.24,test,True
BUILD-0285,deployment_validation,42.01,validate,False
BUILD-0286,compile,24.02,build,False
BUILD-0286,unit_tests,83.28,test,True
BUILD-0286,deployment_validation,46.73,validate,False
BUILD-0286,dependency_install,45.0,setup,False
BUILD-0286,security_scan,24.47,verification,True
BUILD-0286,package_build,16.64,package,False
BUILD-0286,integration_tests,184.19,test,True
BUILD-0287,unit_tests,82.64,test,True
BUILD-0287,package_build,45.06,package,False
BUILD-0287,deployment_validation,38.18,validate,False
BUILD-0287,dependency_install,16.16,setup,False
BUILD-0287,security_scan,27.63,verification,True
BUILD-0287,compile,114.8,build,False
BUILD-0288,security_scan,72.76,verification,False
BUILD-0288,package_build,51.45,package,False
BUILD-0288,dependency_install,22.83,setup,False
BUILD-0288,integration_tests,176.29,test,False
BUILD-0288,compile,38.11,build,False
BUILD-0288,deployment_validation,39.38,validate,False
BUILD-0288,unit_tests,98.78,test,False
BUILD-0289,package_build,27.79,package,False
BUILD-0289,compile,187.94,build,False
BUILD-0289,unit_tests,102.44,test,True
BUILD-0289,deployment_validation,35.1,validate,False
BUILD-0289,dependency_install,46.29,setup,False
BUILD-0290,dependency_install,45.46,setup,False
BUILD-0290,deployment_validation,40.53,validate,False
BUILD-0290,unit_tests,97.81,test,True
BUILD-0290,package_build,15.88,package,False
BUILD-0290,integration_tests,171.47,test,True
BUILD-0290,security_scan,76.47,verification,True
BUILD-0291,security_scan,68.54,verification,True
BUILD-0291,compile,33.57,build,False
BUILD-0291,package_build,50.0,package,False
BUILD-0291,unit_tests,103.57,test,True
BUILD-0291,dependency_install,15.86,setup,False
BUILD-0292,compile,121.66,build,False
BUILD-0292,integration_tests,502.02,test,True
BUILD-0292,dependency_install,18.71,setup,False
BUILD-0292,unit_tests,92.89,test,True
BUILD-0292,security_scan,65.24,verification,True
BUILD-0292,deployment_validation,48.71,validate,False
BUILD-0292,package_build,23.6,package,False
BUILD-0293,package_build,18.29,package,False
BUILD-0293,unit_tests,89.72,test,True
BUILD-0293,compile,36.84,build,False
BUILD-0293,dependency_install,15.1,setup,False
BUILD-0293,deployment_validation,42.19,validate,False
BUILD-0293,security_scan,28.07,verification,True
BUILD-0294,dependency_install,19.54,setup,False
BUILD-0294,compile,29.58,build,False
BUILD-0294,integration_tests,155.64,test,True
BUILD-0294,security_scan,60.87,verification,True
BUILD-0294,package_build,20.45,package,False
BUILD-0294,unit_tests,78.05,test,True
BUILD-0295,package_build,19.46,package,False
BUILD-0295,dependency_install,22.19,setup,False
BUILD-0295,deployment_validation,38.03,validate,False
BUILD-0295,integration_tests,196.29,test,False
BUILD-0295,unit_tests,87.25,test,False
BUILD-0296,security_scan,68.29,verification,True
BUILD-0296,unit_tests,105.56,test,True
BUILD-0296,deployment_validation,36.92,validate,False
BUILD-0296,package_build,16.9,package,False
BUILD-0296,integration_tests,153.15,test,True
BUILD-0296,dependency_install,9.7,setup,False
BUILD-0297,deployment_validation,54.48,validate,False
BUILD-0297,dependency_install,22.63,setup,False
BUILD-0297,security_scan,69.8,verification,False
BUILD-0297,integration_tests,172.9,test,False
BUILD-0297,unit_tests,95.32,test,False
BUILD-0297,compile,38.95,build,False
BUILD-0298,security_scan,77.51,verification,True
BUILD-0298,dependency_install,17.45,setup,False
BUILD-0298,unit_tests,101.25,test,True
BUILD-0298,integration_tests,180.53,test,True
BUILD-0298,package_build,19.27,package,False
BUILD-0298,compile,30.49,build,False
BUILD-0298,deployment_validation,37.88,validate,False
BUILD-0299,security_scan,22.39,verification,True
BUILD-0299,deployment_validation,45.89,validate,False
BUILD-0299,integration_tests,159.96,test,True
BUILD-0299,unit_tests,64.2,test,True
BUILD-0299,dependency_install,46.73,setup,False
BUILD-0299,compile,32.15,build,False
BUILD-0300,package_build,24.76,package,False
BUILD-0300,dependency_install,49.57,setup,False
BUILD-0300,security_scan,20.76,verification,False
BUILD-0300,compile,30.94,build,False
BUILD-0300,integration_tests,169.31,test,False
BUILD-0300,unit_tests,92.44,test,False
BUILD-0301,security_scan,23.74,verification,False
BUILD-0301,unit_tests,92.49,test,False
BUILD-0301,integration_tests,224.86,test,False
BUILD-0301,package_build,22.57,package,False
BUILD-0301,dependency_install,20.95,setup,False
BUILD-0301,compile,64.88,build,False
BUILD-0302,security_scan,44.99,verification,True
BUILD-0302,package_build,30.14,package,False
BUILD-0302,dependency_install,31.61,setup,False
BUILD-0302,compile,71.21,build,False
BUILD-0302,integration_tests,260.8,test,True
BUILD-0302,unit_tests,131.46,test,True
BUILD-0303,integration_tests,222.67,test,True
BUILD-0303,security_scan,20.77,verification,True
BUILD-0303,deployment_validation,35.13,validate,False
BUILD-0303,package_build,14.2,package,False
BUILD-0303,unit_tests,91.67,test,True
BUILD-0303,dependency_install,16.85,setup,False
BUILD-0304,unit_tests,93.92,test,True
BUILD-0304,package_build,107.43,package,False
BUILD-0304,dependency_install,87.29,setup,False
BUILD-0304,integration_tests,157.45,test,True
BUILD-0304,deployment_validation,52.54,validate,False
BUILD-0304,security_scan,120.28,verification,True
BUILD-0305,unit_tests,163.76,test,True
BUILD-0305,integration_tests,272.69,test,True
BUILD-0305,package_build,34.53,package,False
BUILD-0305,deployment_validation,57.48,validate,False
BUILD-0305,security_scan,45.66,verification,True
BUILD-0306,integration_tests,120.28,test,True
BUILD-0306,unit_tests,116.85,test,True
BUILD-0306,package_build,17.69,package,False
BUILD-0306,dependency_install,43.2,setup,False
BUILD-0306,security_scan,29.47,verification,True
BUILD-0306,deployment_validation,43.53,validate,False
BUILD-0306,compile,60.82,build,False
BUILD-0307,deployment_validation,52.15,validate,False
BUILD-0307,dependency_install,35.8,setup,False
BUILD-0307,unit_tests,97.7,test,False
BUILD-0307,package_build,45.04,package,False
BUILD-0307,compile,38.3,build,False
BUILD-0307,security_scan,31.59,verification,False
BUILD-0308,compile,29.29,build,False
BUILD-0308,package_build,19.25,package,False
BUILD-0308,integration_tests,202.43,test,False
BUILD-0308,deployment_validation,48.35,validate,False
BUILD-0308,dependency_install,23.82,setup,False
BUILD-0308,security_scan,32.6,verification,False
BUILD-0308,unit_tests,77.86,test,False
BUILD-0309,security_scan,69.99,verification,True
BUILD-0309,unit_tests,77.18,test,True
BUILD-0309,package_build,139.38,package,False
BUILD-0309,compile,179.33,build,False
BUILD-0309,dependency_install,106.49,setup,False
BUILD-0309,integration_tests,167.31,test,True
BUILD-0309,deployment_validation,41.6,validate,False
BUILD-0310,unit_tests,94.06,test,True
BUILD-0310,compile,225.98,build,False
BUILD-0310,security_scan,145.8,verification,True
BUILD-0310,dependency_install,80.68,setup,False
BUILD-0310,integration_tests,162.52,test,True
BUILD-0311,compile,77.83,build,False
BUILD-0311,integration_tests,162.47,test,True
BUILD-0311,deployment_validation,47.93,validate,False
BUILD-0311,package_build,27.29,package,False
BUILD-0311,dependency_install,18.43,setup,False
BUILD-0311,unit_tests,68.4,test,True
BUILD-0311,security_scan,36.26,verification,True
BUILD-0312,dependency_install,50.34,setup,False
BUILD-0312,deployment_validation,28.18,validate,False
BUILD-0312,security_scan,35.72,verification,True
BUILD-0312,package_build,18.41,package,False
BUILD-0312,integration_tests,199.73,test,True
BUILD-0312,compile,36.08,build,False
BUILD-0313,dependency_install,31.39,setup,False
BUILD-0313,security_scan,49.58,verification,True
BUILD-0313,compile,49.62,build,False
BUILD-0313,unit_tests,136.15,test,True
BUILD-0313,deployment_validation,70.07,validate,False
BUILD-0313,package_build,63.09,package,False
BUILD-0313,integration_tests,357.67,test,True
BUILD-0314,deployment_validation,34.61,validate,False
BUILD-0314,package_build,18.01,package,False
BUILD-0314,integration_tests,174.89,test,True
BUILD-0314,dependency_install,23.05,setup,False
BUILD-0314,security_scan,30.9,verification,True
BUILD-0314,unit_tests,116.53,test,True
BUILD-0314,compile,62.59,build,False
BUILD-0315,dependency_install,16.45,setup,False
BUILD-0315,unit_tests,100.18,test,False
BUILD-0315,deployment_validation,45.32,validate,False
BUILD-0315,compile,33.73,build,False
BUILD-0315,integration_tests,109.69,test,False
BUILD-0316,deployment_validation,37.13,validate,False
BUILD-0316,integration_tests,205.86,test,True
BUILD-0316,dependency_install,23.4,setup,False
BUILD-0316,unit_tests,105.55,test,True
BUILD-0316,security_scan,60.0,verification,True
BUILD-0317,security_scan,32.02,verification,True
BUILD-0317,package_build,57.89,package,False
BUILD-0317,dependency_install,41.13,setup,False
BUILD-0317,unit_tests,71.25,test,True
BUILD-0317,deployment_validation,44.14,validate,False
BUILD-0317,compile,98.23,build,False
BUILD-0318,dependency_install,91.5,setup,False
BUILD-0318,deployment_validation,33.82,validate,False
BUILD-0318,compile,134.67,build,False
BUILD-0318,security_scan,177.64,verification,True
BUILD-0318,integration_tests,202.15,test,True
BUILD-0318,unit_tests,91.41,test,True
BUILD-0319,dependency_install,17.02,setup,False
BUILD-0319,integration_tests,542.26,test,True
BUILD-0319,unit_tests,107.31,test,True
BUILD-0319,compile,387.35,build,False
BUILD-0319,package_build,20.95,package,False
BUILD-0319,security_scan,58.08,verification,True
BUILD-0320,deployment_validation,36.41,validate,False
BUILD-0320,compile,33.97,build,False
BUILD-0320,security_scan,88.26,verification,True
BUILD-0320,integration_tests,206.43,test,True
BUILD-0320,package_build,17.72,package,False
BUILD-0320,dependency_install,13.84,setup,False
BUILD-0321,dependency_install,48.53,setup,False
BUILD-0321,deployment_validation,42.51,validate,False
BUILD-0321,integration_tests,217.84,test,True
BUILD-0321,unit_tests,104.27,test,True
BUILD-0321,compile,27.88,build,False
BUILD-0321,security_scan,81.05,verification,True
BUILD-0322,integration_tests,153.05,test,True
BUILD-0322,dependency_install,15.83,setup,False
BUILD-0322,package_build,14.99,package,False
BUILD-0322,compile,18.3,build,False
BUILD-0322,unit_tests,97.24,test,True
BUILD-0323,dependency_install,17.01,setup,False
BUILD-0323,deployment_validation,45.33,validate,False
BUILD-0323,compile,26.65,build,False
BUILD-0323,package_build,22.21,package,False
BUILD-0323,integration_tests,186.21,test,True
BUILD-0324,integration_tests,193.44,test,True
BUILD-0324,deployment_validation,37.46,validate,False
BUILD-0324,package_build,19.28,package,False
BUILD-0324,dependency_install,14.48,setup,False
BUILD-0324,compile,30.27,build,False
BUILD-0324,security_scan,19.73,verification,True
BUILD-0324,unit_tests,77.58,test,True
BUILD-0325,package_build,127.9,package,False
BUILD-0325,integration_tests,197.11,test,True
BUILD-0325,compile,187.94,build,False
BUILD-0325,dependency_install,54.65,setup,False
BUILD-0325,unit_tests,93.93,test,True
BUILD-0325,deployment_validation,42.73,validate,False
BUILD-0325,security_scan,149.18,verification,True
BUILD-0326,package_build,99.35,package,False
BUILD-0326,integration_tests,284.3,test,True
BUILD-0326,compile,138.3,build,False
BUILD-0326,unit_tests,173.66,test,True
BUILD-0326,deployment_validation,52.64,validate,False
BUILD-0326,security_scan,101.78,verification,True
BUILD-0326,dependency_install,38.01,setup,False
BUILD-0327,deployment_validation,40.24,validate,False
BUILD-0327,security_scan,154.85,verification,True
BUILD-0327,dependency_install,46.82,setup,False
BUILD-0327,package_build,103.98,package,False
BUILD-0327,compile,201.42,build,False
BUILD-0328,security_scan,104.08,verification,True
BUILD-0328,dependency_install,28.06,setup,False
