build_id,pipeline_id,task_name,task_category,task_duration_seconds,queue_time_seconds,cache_hits,cache_misses,cache_hit_rate,agent_utilisation_percent,number_of_tasks,failed_tasks,parallelizable_tasks,build_duration_seconds,build_status,bottleneck_label,bottleneck_type,severity
BUILD-1238,PIPE-worker,compile_step_2,compile,116.8,157.27,166,3,0.9822,0.7689,4,0,2,337.49,SUCCESS,0,NONE,NONE
BUILD-1238,PIPE-api,unit_test_step_4,unit_test,54.26,27.07,102,6,0.9444,0.6258,8,0,0,238.0,SUCCESS,0,NONE,NONE
BUILD-1238,PIPE-web,integration_test_step_4,integration_test,88.47,22.33,0,0,1.0,0.9403,6,0,0,264.1,SUCCESS,0,NONE,NONE
BUILD-1239,PIPE-web,build_step_4,build,57.46,13.23,73,11,0.869,0.4955,18,0,0,408.36,SUCCESS,0,NONE,NONE
BUILD-1239,PIPE-auth,lint_step_2,lint,60.89,35.12,19,133,0.125,0.747,10,0,0,284.62,SUCCESS,0,NONE,NONE
BUILD-1239,PIPE-core,compile_step_2,compile,216.14,34.12,124,23,0.8435,0.4056,15,0,0,1209.34,SUCCESS,0,NONE,NONE
BUILD-1240,PIPE-auth,dependency_install_step_3,dependency_install,88.24,671.24,10,92,0.098,0.6025,8,0,5,810.38,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1240,PIPE-worker,compile_step_4,compile,98.65,83.52,52,10,0.8387,0.9662,18,0,0,763.03,SUCCESS,1,AGENT_UTILISATION,MEDIUM
BUILD-1240,PIPE-worker,checkout_step_2,checkout,42.38,33.01,0,0,1.0,0.7821,11,0,2,238.25,SUCCESS,0,NONE,NONE
BUILD-1241,PIPE-api,compile_step_4,compile,89.43,485.96,52,23,0.6933,0.5496,11,0,6,854.0,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1241,PIPE-api,unit_test_step_1,unit_test,131.12,130.16,76,14,0.8444,0.7184,11,1,5,651.37,FAILED,0,NONE,NONE
BUILD-1241,PIPE-api,unit_test_step_2,unit_test,116.84,66.35,0,41,0.0,0.575,7,0,0,369.35,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1242,PIPE-core,lint_step_2,lint,17.75,38.07,16,53,0.2319,0.8339,9,0,6,118.35,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1242,PIPE-worker,build_step_1,build,91.4,23.82,10,62,0.1389,0.9503,14,0,0,525.63,SUCCESS,1,LOW_CACHE_EFFICIENCY,HIGH
BUILD-1242,PIPE-core,integration_test_step_3,integration_test,119.0,99.5,0,0,1.0,0.6384,5,0,0,349.92,SUCCESS,0,NONE,NONE
BUILD-1243,PIPE-core,security_scan_step_2,security_scan,119.39,41.44,0,0,1.0,0.9222,9,0,0,462.52,SUCCESS,0,NONE,NONE
BUILD-1243,PIPE-ml,dependency_install_step_2,dependency_install,16.36,48.36,131,29,0.8187,0.3958,5,0,0,121.85,SUCCESS,0,NONE,NONE
BUILD-1243,PIPE-ml,lint_step_1,lint,60.54,20.61,81,11,0.8804,0.4451,10,0,4,256.73,SUCCESS,0,NONE,NONE
BUILD-1244,PIPE-api,dependency_install_step_2,dependency_install,63.42,182.73,163,25,0.867,0.2665,6,0,0,373.36,SUCCESS,0,NONE,NONE
BUILD-1244,PIPE-worker,integration_test_step_3,integration_test,331.46,19.13,0,0,1.0,0.5667,15,0,0,1782.53,SUCCESS,0,NONE,NONE
BUILD-1244,PIPE-ml,package_step_2,package,10.42,15.03,0,0,1.0,0.261,9,0,5,87.9,SUCCESS,0,NONE,LOW
BUILD-1245,PIPE-api,checkout_step_2,checkout,12.01,46.85,0,0,1.0,0.9487,6,0,0,116.24,SUCCESS,1,AGENT_UTILISATION,MEDIUM
BUILD-1245,PIPE-api,unit_test_step_4,unit_test,46.34,16.2,100,9,0.9174,0.7148,13,0,3,268.71,SUCCESS,0,NONE,NONE
BUILD-1245,PIPE-worker,checkout_step_3,checkout,33.8,24.62,0,0,1.0,0.7059,11,0,3,171.02,SUCCESS,0,NONE,NONE
BUILD-1246,PIPE-worker,checkout_step_4,checkout,35.65,92.82,0,0,1.0,0.9835,18,0,3,350.78,SUCCESS,0,NONE,NONE
BUILD-1246,PIPE-worker,compile_step_3,compile,133.55,116.05,68,12,0.85,0.9153,11,0,6,676.38,SUCCESS,0,NONE,NONE
BUILD-1246,PIPE-web,unit_test_step_4,unit_test,197.98,59.64,145,14,0.9119,0.623,14,0,0,1057.26,SUCCESS,0,NONE,NONE
BUILD-1247,PIPE-core,unit_test_step_2,unit_test,156.53,50.16,115,26,0.8156,0.5316,15,0,0,925.95,SUCCESS,0,NONE,NONE
BUILD-1247,PIPE-core,integration_test_step_4,integration_test,264.89,199.45,0,0,1.0,0.7237,4,0,0,617.69,SUCCESS,1,SLOW_TASK,MEDIUM
BUILD-1247,PIPE-core,security_scan_step_2,security_scan,71.19,72.52,0,0,1.0,0.6489,14,0,0,459.68,SUCCESS,0,NONE,NONE
BUILD-1248,PIPE-api,checkout_step_1,checkout,5.0,95.08,0,0,1.0,0.3371,10,0,3,129.92,SUCCESS,0,NONE,NONE
BUILD-1248,PIPE-api,lint_step_3,lint,22.55,75.26,186,23,0.89,0.6763,13,0,0,149.95,SUCCESS,0,NONE,NONE
BUILD-1248,PIPE-core,dependency_install_step_3,dependency_install,76.65,25.37,103,25,0.8047,0.604,8,1,5,289.7,FAILED,0,NONE,LOW
BUILD-1249,PIPE-core,lint_step_4,lint,5.0,70.39,160,7,0.9581,0.5271,6,0,2,132.46,SUCCESS,0,NONE,NONE
BUILD-1249,PIPE-api,dependency_install_step_1,dependency_install,27.91,185.16,99,10,0.9083,0.6763,17,0,0,371.29,SUCCESS,0,NONE,NONE
BUILD-1249,PIPE-api,checkout_step_1,checkout,15.59,112.9,0,0,1.0,0.4247,9,1,5,183.64,FAILED,0,NONE,NONE
BUILD-1250,PIPE-core,checkout_step_3,checkout,55.5,190.43,0,0,1.0,0.983,13,0,2,500.53,SUCCESS,1,AGENT_UTILISATION,MEDIUM
BUILD-1250,PIPE-worker,integration_test_step_3,integration_test,91.79,156.55,0,0,1.0,0.5132,9,0,0,480.6,SUCCESS,0,NONE,NONE
BUILD-1250,PIPE-web,lint_step_3,lint,26.15,51.69,64,13,0.8312,0.4252,16,0,0,250.0,SUCCESS,0,NONE,NONE
BUILD-1251,PIPE-api,checkout_step_1,checkout,5.0,81.78,0,0,1.0,0.5221,15,0,0,164.18,SUCCESS,0,NONE,NONE
BUILD-1251,PIPE-worker,unit_test_step_2,unit_test,161.52,534.22,132,2,0.9851,0.73,17,1,0,1540.41,FAILED,1,QUEUE_BOTTLENECK,HIGH
BUILD-1251,PIPE-web,security_scan_step_2,security_scan,97.98,35.14,0,0,1.0,0.5206,13,0,0,509.51,SUCCESS,0,NONE,NONE
BUILD-1252,PIPE-worker,package_step_1,package,19.07,64.91,0,0,1.0,0.3285,7,0,0,139.39,SUCCESS,0,NONE,NONE
BUILD-1252,PIPE-ml,unit_test_step_2,unit_test,141.62,54.12,17,99,0.1466,0.6978,11,0,0,620.16,SUCCESS,0,NONE,NONE
BUILD-1252,PIPE-api,lint_step_1,lint,16.33,321.84,57,7,0.8906,0.7078,9,0,4,411.98,SUCCESS,0,NONE,NONE
BUILD-1253,PIPE-ml,dependency_install_step_2,dependency_install,20.61,305.24,175,4,0.9777,0.5941,9,0,0,396.23,SUCCESS,0,NONE,NONE
BUILD-1253,PIPE-ml,compile_step_4,compile,427.3,14.58,161,27,0.8564,0.5601,8,0,6,1251.83,SUCCESS,1,SLOW_TASK,HIGH
BUILD-1253,PIPE-api,lint_step_1,lint,18.72,57.5,10,88,0.102,0.4847,4,0,3,128.15,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1254,PIPE-worker,compile_step_3,compile,131.81,86.94,82,18,0.82,0.8756,13,0,0,722.86,SUCCESS,0,NONE,NONE
BUILD-1254,PIPE-api,lint_step_3,lint,27.8,12.8,166,6,0.9651,0.7768,6,0,0,130.5,SUCCESS,0,NONE,LOW
BUILD-1254,PIPE-web,compile_step_1,compile,180.81,60.56,196,17,0.9202,0.3972,7,0,4,544.61,SUCCESS,0,NONE,NONE
BUILD-1255,PIPE-ml,dependency_install_step_2,dependency_install,151.73,70.24,5,149,0.0325,0.1782,10,0,0,635.69,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1255,PIPE-api,package_step_4,package,38.47,16.47,0,0,1.0,0.7799,9,0,0,176.8,SUCCESS,0,NONE,NONE
BUILD-1255,PIPE-ml,build_step_4,build,120.48,676.44,198,29,0.8722,0.3161,17,0,0,1434.05,SUCCESS,0,NONE,NONE
BUILD-1256,PIPE-worker,security_scan_step_3,security_scan,51.54,81.99,0,0,1.0,0.2017,16,0,6,422.75,SUCCESS,0,NONE,NONE
BUILD-1256,PIPE-api,unit_test_step_4,unit_test,68.25,23.04,1,52,0.0189,0.6265,11,0,0,318.37,SUCCESS,0,NONE,NONE
BUILD-1256,PIPE-auth,unit_test_step_2,unit_test,19.82,16.89,58,5,0.9206,0.7717,11,0,5,128.9,SUCCESS,0,NONE,NONE
BUILD-1257,PIPE-ml,integration_test_step_4,integration_test,88.59,157.59,0,0,1.0,0.5619,8,0,2,449.41,SUCCESS,0,NONE,LOW
BUILD-1257,PIPE-worker,integration_test_step_2,integration_test,235.7,536.33,0,0,1.0,0.7573,13,0,6,1643.44,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1257,PIPE-api,unit_test_step_4,unit_test,47.07,453.09,10,48,0.1724,0.2108,17,0,0,769.73,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1258,PIPE-core,unit_test_step_4,unit_test,111.07,459.98,187,24,0.8863,0.6857,14,0,0,1034.26,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1258,PIPE-core,dependency_install_step_2,dependency_install,126.12,511.32,130,5,0.963,0.9634,13,0,0,1100.74,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1258,PIPE-core,checkout_step_1,checkout,51.66,19.67,0,0,1.0,0.4602,12,0,0,287.98,SUCCESS,0,NONE,NONE
BUILD-1259,PIPE-core,package_step_3,package,20.72,64.78,0,0,1.0,0.489,13,0,0,198.49,SUCCESS,0,NONE,NONE
BUILD-1259,PIPE-auth,unit_test_step_2,unit_test,138.63,44.85,61,9,0.8714,0.9362,6,0,0,378.27,SUCCESS,0,NONE,NONE
BUILD-1259,PIPE-api,integration_test_step_3,integration_test,145.6,423.38,0,0,1.0,0.4214,5,0,0,725.97,SUCCESS,0,NONE,NONE
BUILD-1260,PIPE-worker,checkout_step_3,checkout,57.08,61.56,0,0,1.0,0.3861,6,0,0,206.53,SUCCESS,0,NONE,NONE
BUILD-1260,PIPE-ml,integration_test_step_3,integration_test,237.01,111.15,0,0,1.0,0.7532,12,0,5,1124.35,SUCCESS,1,SLOW_TASK,HIGH
BUILD-1260,PIPE-worker,checkout_step_2,checkout,27.74,324.37,0,0,1.0,0.9724,5,0,2,399.28,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1261,PIPE-web,build_step_3,build,167.3,474.7,120,2,0.9836,0.963,7,0,0,920.5,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1261,PIPE-api,unit_test_step_3,unit_test,77.19,56.09,74,18,0.8043,0.6555,13,0,0,427.41,SUCCESS,0,NONE,NONE
BUILD-1261,PIPE-api,compile_step_4,compile,128.5,174.07,186,19,0.9073,0.6267,17,0,6,987.23,SUCCESS,0,NONE,NONE
BUILD-1262,PIPE-ml,dependency_install_step_4,dependency_install,168.75,89.46,144,24,0.8571,0.593,14,0,4,950.12,SUCCESS,0,NONE,NONE
BUILD-1262,PIPE-auth,compile_step_4,compile,139.75,23.86,108,11,0.9076,0.6369,5,0,2,327.98,SUCCESS,0,NONE,NONE
BUILD-1262,PIPE-core,security_scan_step_1,security_scan,60.57,680.17,0,0,1.0,0.9356,15,0,0,1043.32,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1263,PIPE-core,package_step_4,package,35.2,25.42,0,0,1.0,0.6133,6,0,0,128.76,SUCCESS,0,NONE,NONE
BUILD-1263,PIPE-ml,dependency_install_step_1,dependency_install,126.64,21.12,51,24,0.68,0.2982,12,0,0,587.83,SUCCESS,0,NONE,NONE
BUILD-1263,PIPE-auth,security_scan_step_1,security_scan,139.28,70.08,0,0,1.0,0.5966,14,0,0,770.09,SUCCESS,0,NONE,NONE
BUILD-1264,PIPE-web,lint_step_3,lint,24.17,47.49,147,7,0.9545,0.4328,5,0,0,113.79,SUCCESS,0,NONE,NONE
BUILD-1264,PIPE-core,compile_step_4,compile,195.26,20.37,20,112,0.1515,0.267,18,0,0,1297.74,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1264,PIPE-core,build_step_4,build,110.54,320.92,14,82,0.1458,0.7083,5,1,0,541.85,FAILED,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1265,PIPE-api,unit_test_step_1,unit_test,252.16,447.07,71,18,0.7978,0.5286,6,0,4,1014.9,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1265,PIPE-api,unit_test_step_3,unit_test,270.75,14.97,96,19,0.8348,0.5849,5,0,3,525.49,SUCCESS,1,SLOW_TASK,HIGH
BUILD-1265,PIPE-web,lint_step_1,lint,28.65,34.28,100,5,0.9524,0.5566,4,0,2,131.51,SUCCESS,0,NONE,NONE
BUILD-1266,PIPE-api,package_step_3,package,12.07,447.75,0,0,1.0,0.8045,11,0,5,510.62,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1266,PIPE-auth,security_scan_step_4,security_scan,273.57,653.93,0,0,1.0,0.7324,16,1,6,2204.18,FAILED,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1266,PIPE-core,lint_step_2,lint,22.47,534.93,159,21,0.8833,0.6362,10,0,5,652.98,SUCCESS,0,NONE,NONE
BUILD-1267,PIPE-api,security_scan_step_2,security_scan,54.07,118.0,0,0,1.0,0.4665,17,0,0,484.65,SUCCESS,0,NONE,NONE
BUILD-1267,PIPE-worker,security_scan_step_1,security_scan,133.73,96.56,0,0,0.9288,0.2378,6,0,0,425.77,SUCCESS,0,NONE,NONE
BUILD-1267,PIPE-core,dependency_install_step_1,dependency_install,122.65,85.73,4,94,0.0408,0.9203,7,0,4,420.36,SUCCESS,1,LOW_CACHE_EFFICIENCY,HIGH
BUILD-1268,PIPE-ml,integration_test_step_2,integration_test,194.68,148.75,0,0,1.0,0.3861,4,0,3,453.92,SUCCESS,0,NONE,NONE
BUILD-1268,PIPE-web,security_scan_step_2,security_scan,204.25,31.58,0,0,1.0,0.9402,4,1,0,337.16,FAILED,1,AGENT_UTILISATION,MEDIUM
BUILD-1268,PIPE-web,dependency_install_step_4,dependency_install,66.43,28.61,160,7,0.9581,0.5871,11,0,2,322.69,SUCCESS,0,NONE,NONE
BUILD-1269,PIPE-api,compile_step_3,compile,98.54,10.85,145,9,0.9416,0.5558,7,0,6,293.44,SUCCESS,0,NONE,NONE
BUILD-1269,PIPE-auth,package_step_2,package,30.33,78.66,0,0,1.0,0.5735,5,1,0,191.12,FAILED,0,NONE,NONE
BUILD-1269,PIPE-ml,unit_test_step_2,unit_test,103.69,92.62,4,64,0.0588,0.4139,15,0,0,654.54,SUCCESS,0,NONE,NONE
BUILD-1270,PIPE-web,build_step_4,build,76.12,57.16,13,48,0.2131,0.454,12,0,6,410.4,SUCCESS,0,NONE,NONE
BUILD-1270,PIPE-api,compile_step_1,compile,280.56,197.47,151,17,0.8988,0.8124,17,0,6,1900.41,SUCCESS,1,SLOW_TASK,HIGH
BUILD-1270,PIPE-worker,integration_test_step_4,integration_test,108.83,49.53,0,0,1.0,0.5906,6,1,0,318.65,FAILED,0,NONE,NONE
BUILD-1271,PIPE-core,build_step_4,build,121.64,121.73,116,11,0.9134,0.6038,8,0,2,477.94,SUCCESS,0,NONE,NONE
BUILD-1271,PIPE-web,checkout_step_2,checkout,9.41,32.79,0,0,1.0,0.2043,6,0,0,73.69,SUCCESS,0,NONE,NONE
BUILD-1271,PIPE-api,unit_test_step_1,unit_test,214.28,24.0,144,12,0.9231,0.9377,15,0,6,1180.07,SUCCESS,1,AGENT_UTILISATION,HIGH
BUILD-1272,PIPE-web,compile_step_1,compile,205.3,78.94,11,68,0.1392,0.7894,8,0,0,689.36,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1272,PIPE-auth,dependency_install_step_4,dependency_install,70.72,122.43,191,8,0.9598,0.6693,7,0,0,317.47,SUCCESS,0,NONE,NONE
BUILD-1272,PIPE-worker,dependency_install_step_2,dependency_install,65.75,53.85,87,30,0.7436,0.4971,11,0,0,361.81,SUCCESS,0,NONE,NONE
BUILD-1273,PIPE-worker,package_step_2,package,33.43,115.64,0,0,1.0,0.9135,6,0,0,245.49,SUCCESS,0,NONE,NONE
BUILD-1273,PIPE-api,checkout_step_2,checkout,18.6,54.05,0,0,1.0,0.4032,10,0,0,134.26,SUCCESS,0,NONE,NONE
BUILD-1273,PIPE-auth,checkout_step_4,checkout,8.99,352.21,0,0,1.0,0.7853,16,0,2,421.14,SUCCESS,0,NONE,NONE
BUILD-1274,PIPE-ml,integration_test_step_1,integration_test,165.51,105.32,0,0,1.0,0.9577,15,0,3,1004.42,SUCCESS,1,AGENT_UTILISATION,HIGH
BUILD-1274,PIPE-worker,lint_step_4,lint,18.69,67.21,172,6,0.9663,0.7898,12,0,2,201.26,SUCCESS,0,NONE,NONE
BUILD-1274,PIPE-web,dependency_install_step_4,dependency_install,27.58,564.35,56,9,0.8615,0.5526,6,0,0,640.11,SUCCESS,0,NONE,NONE
BUILD-1275,PIPE-ml,build_step_1,build,137.92,59.05,107,5,0.9554,0.5785,8,0,2,499.78,SUCCESS,0,NONE,NONE
BUILD-1275,PIPE-auth,dependency_install_step_4,dependency_install,49.39,69.28,158,6,0.9634,0.5931,14,0,2,354.96,SUCCESS,0,NONE,NONE
BUILD-1275,PIPE-worker,security_scan_step_3,security_scan,124.22,102.08,0,0,1.0,0.5168,5,0,0,365.44,SUCCESS,0,NONE,NONE
BUILD-1276,PIPE-api,compile_step_4,compile,53.39,109.6,172,28,0.86,0.9463,13,0,4,403.17,SUCCESS,0,NONE,NONE
BUILD-1276,PIPE-api,lint_step_3,lint,49.42,30.81,155,21,0.8807,0.504,9,0,0,221.97,SUCCESS,0,NONE,NONE
BUILD-1276,PIPE-auth,unit_test_step_4,unit_test,225.09,176.3,148,4,0.9737,0.2089,10,0,0,1010.32,SUCCESS,1,SLOW_TASK,MEDIUM
BUILD-1277,PIPE-api,security_scan_step_2,security_scan,71.0,83.47,0,0,1.0,0.3542,17,1,0,561.15,FAILED,0,NONE,NONE
BUILD-1277,PIPE-core,checkout_step_3,checkout,24.85,44.35,0,0,1.0,0.683,16,0,6,222.11,SUCCESS,0,NONE,NONE
BUILD-1277,PIPE-worker,compile_step_2,compile,219.27,406.94,4,88,0.0435,0.5906,15,0,0,1611.59,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1278,PIPE-ml,integration_test_step_4,integration_test,123.48,30.3,0,0,1.0,0.4456,4,0,2,257.33,SUCCESS,0,NONE,NONE
BUILD-1278,PIPE-worker,dependency_install_step_2,dependency_install,96.63,36.65,16,129,0.1103,0.7357,11,0,0,435.25,SUCCESS,0,NONE,NONE
BUILD-1278,PIPE-web,dependency_install_step_1,dependency_install,55.15,64.96,5,104,0.0459,0.5057,10,0,0,310.48,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1279,PIPE-auth,security_scan_step_3,security_scan,42.78,40.01,0,0,1.0,0.3033,15,0,2,284.35,SUCCESS,0,NONE,NONE
BUILD-1279,PIPE-api,lint_step_4,lint,58.69,95.03,5,145,0.0333,0.3953,12,0,0,380.48,SUCCESS,0,NONE,NONE
BUILD-1279,PIPE-ml,integration_test_step_4,integration_test,53.34,643.73,0,0,1.0,0.3346,14,0,4,954.76,SUCCESS,0,NONE,NONE
BUILD-1280,PIPE-web,checkout_step_3,checkout,24.93,580.3,0,0,1.0,0.9427,7,0,6,669.0,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1280,PIPE-api,integration_test_step_1,integration_test,193.44,59.05,0,0,1.0,0.9332,13,0,0,982.5,SUCCESS,0,NONE,LOW
BUILD-1280,PIPE-web,checkout_step_3,checkout,12.32,305.1,0,0,1.0,0.4384,8,0,5,398.29,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1281,PIPE-ml,compile_step_2,compile,70.83,42.8,13,134,0.0884,0.4818,12,0,0,386.94,SUCCESS,0,NONE,NONE
BUILD-1281,PIPE-auth,build_step_1,build,254.84,11.46,14,50,0.2188,0.6195,5,0,3,496.47,SUCCESS,1,LOW_CACHE_EFFICIENCY,CRITICAL
BUILD-1281,PIPE-ml,dependency_install_step_3,dependency_install,33.92,43.45,9,86,0.0947,0.6545,10,1,0,193.51,FAILED,0,NONE,NONE
BUILD-1282,PIPE-api,dependency_install_step_1,dependency_install,51.63,24.08,177,5,0.9725,0.5309,6,0,0,176.22,SUCCESS,0,NONE,NONE
BUILD-1282,PIPE-core,unit_test_step_4,unit_test,78.77,12.68,91,4,0.9579,0.5727,9,0,0,292.22,SUCCESS,0,NONE,NONE
BUILD-1282,PIPE-worker,package_step_4,package,48.89,25.1,0,0,1.0,0.9402,5,0,4,139.91,SUCCESS,0,NONE,NONE
BUILD-1283,PIPE-auth,build_step_2,build,207.33,14.43,130,13,0.9091,0.9253,10,0,0,773.42,SUCCESS,0,NONE,NONE
BUILD-1283,PIPE-auth,package_step_1,package,38.49,29.14,0,0,1.0,0.5067,17,0,5,273.87,SUCCESS,0,NONE,NONE
BUILD-1283,PIPE-worker,build_step_2,build,207.08,63.78,73,13,0.8488,0.5526,14,0,3,1102.14,SUCCESS,0,NONE,NONE
BUILD-1284,PIPE-worker,lint_step_2,lint,5.0,18.74,10,117,0.0787,0.3568,15,0,0,95.85,SUCCESS,0,NONE,NONE
BUILD-1284,PIPE-worker,dependency_install_step_2,dependency_install,73.82,88.85,19,139,0.1203,0.4578,18,0,0,599.4,SUCCESS,0,NONE,NONE
BUILD-1284,PIPE-api,build_step_4,build,105.8,81.95,71,6,0.9221,0.9273,10,0,0,493.84,SUCCESS,1,AGENT_UTILISATION,MEDIUM
BUILD-1285,PIPE-worker,unit_test_step_3,unit_test,109.17,267.72,13,83,0.1354,0.6047,8,0,5,622.52,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1285,PIPE-auth,security_scan_step_2,security_scan,37.33,37.25,0,0,1.0,0.3432,18,0,6,306.44,SUCCESS,0,NONE,NONE
BUILD-1285,PIPE-ml,security_scan_step_2,security_scan,114.58,252.49,0,0,1.0,0.4039,15,0,3,888.89,SUCCESS,0,NONE,NONE
BUILD-1286,PIPE-api,unit_test_step_3,unit_test,127.46,334.43,154,10,0.939,0.6781,4,0,0,556.87,SUCCESS,0,NONE,NONE
BUILD-1286,PIPE-ml,package_step_1,package,44.49,75.26,0,0,1.0,0.6252,7,0,5,539.61,SUCCESS,0,NONE,NONE
BUILD-1286,PIPE-api,package_step_1,package,69.26,141.1,0,0,1.0,0.5537,8,0,0,381.36,SUCCESS,0,NONE,NONE
BUILD-1287,PIPE-ml,package_step_4,package,6.49,123.41,0,0,1.0,0.4009,12,0,3,201.81,SUCCESS,0,NONE,NONE
BUILD-1287,PIPE-web,dependency_install_step_2,dependency_install,51.17,193.93,161,22,0.8798,0.6004,13,0,2,485.32,SUCCESS,0,NONE,NONE
BUILD-1287,PIPE-core,checkout_step_1,checkout,41.94,51.01,0,0,1.0,0.5825,11,0,0,241.76,SUCCESS,0,NONE,NONE
BUILD-1288,PIPE-auth,integration_test_step_1,integration_test,145.6,21.22,0,0,1.0,0.3567,7,0,3,416.21,SUCCESS,0,NONE,NONE
BUILD-1288,PIPE-core,compile_step_4,compile,108.74,72.61,151,2,0.9869,0.6984,16,0,0,730.01,SUCCESS,0,NONE,NONE
BUILD-1288,PIPE-worker,security_scan_step_1,security_scan,29.21,26.72,0,0,1.0,0.6063,4,1,0,112.44,FAILED,0,NONE,NONE
BUILD-1289,PIPE-auth,lint_step_3,lint,17.3,251.16,160,9,0.9467,0.7007,10,0,0,330.74,SUCCESS,0,NONE,NONE
BUILD-1289,PIPE-auth,unit_test_step_4,unit_test,181.65,48.85,10,106,0.0862,0.6336,7,0,0,535.14,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1289,PIPE-ml,integration_test_step_4,integration_test,25.0,10.24,0,0,1.0,0.8655,8,0,2,139.37,SUCCESS,0,NONE,LOW
BUILD-1290,PIPE-worker,checkout_step_2,checkout,14.35,324.9,0,0,1.0,0.1692,18,0,3,456.04,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1290,PIPE-worker,integration_test_step_3,integration_test,76.58,19.08,0,0,1.0,0.5602,7,0,5,248.15,SUCCESS,0,NONE,NONE
BUILD-1290,PIPE-ml,checkout_step_1,checkout,18.07,44.73,0,0,1.0,0.4647,14,0,6,156.36,SUCCESS,0,NONE,NONE
BUILD-1291,PIPE-api,compile_step_2,compile,174.77,353.75,142,28,0.8353,0.7617,5,0,2,694.47,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1291,PIPE-api,security_scan_step_4,security_scan,48.81,36.03,0,0,1.0,0.7039,11,0,3,283.75,SUCCESS,0,NONE,NONE
BUILD-1291,PIPE-ml,integration_test_step_1,integration_test,99.9,427.4,0,0,1.0,0.4377,9,0,0,764.78,SUCCESS,0,NONE,NONE
BUILD-1292,PIPE-ml,compile_step_1,compile,155.96,78.26,0,106,0.0,0.5945,6,0,0,453.2,SUCCESS,0,NONE,LOW
BUILD-1292,PIPE-api,dependency_install_step_2,dependency_install,53.86,27.12,73,13,0.8488,0.6003,14,0,0,348.27,SUCCESS,0,NONE,NONE
BUILD-1292,PIPE-worker,build_step_3,build,129.42,436.18,121,14,0.8963,0.944,16,0,0,1189.85,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1293,PIPE-ml,unit_test_step_4,unit_test,163.42,68.94,131,21,0.8618,0.9833,10,0,2,668.87,SUCCESS,0,NONE,NONE
BUILD-1293,PIPE-core,package_step_3,package,36.5,85.72,0,0,0.9288,0.4208,17,0,0,338.25,SUCCESS,0,NONE,NONE
BUILD-1293,PIPE-core,dependency_install_step_3,dependency_install,26.06,60.11,7,49,0.125,0.3509,9,0,4,185.78,SUCCESS,0,NONE,NONE
BUILD-1294,PIPE-ml,compile_step_4,compile,250.46,35.44,109,19,0.8516,0.9209,8,0,4,791.67,SUCCESS,1,SLOW_TASK,CRITICAL
BUILD-1294,PIPE-ml,integration_test_step_1,integration_test,216.91,82.89,0,0,1.0,0.6731,14,0,3,1196.89,SUCCESS,0,NONE,LOW
BUILD-1294,PIPE-worker,unit_test_step_3,unit_test,51.57,169.91,5,116,0.0413,0.4935,10,0,6,395.98,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1295,PIPE-core,build_step_3,build,138.46,648.71,59,30,0.6629,0.4258,12,1,0,1267.08,FAILED,1,QUEUE_BOTTLENECK,HIGH
BUILD-1295,PIPE-core,unit_test_step_4,unit_test,194.88,48.64,0,0,0.9288,0.932,16,0,5,1172.66,SUCCESS,1,AGENT_UTILISATION,HIGH
BUILD-1295,PIPE-worker,build_step_1,build,51.32,138.29,76,2,0.9744,0.5833,17,1,4,461.41,FAILED,0,NONE,NONE
